Best Position,Nationality,Age,Height(in cm),Weight(in kg),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling,GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1,DistancesToClusterCenter no.2,DistancesToClusterCenter no.3,DistancesToClusterCenter no.4,DistancesToClusterCenter no.5,DistancesToClusterCenter no.6,DistancesToClusterCenter no.7,DistancesToClusterCenter no.8,DistancesToClusterCenter no.9,DistancesToClusterCenter no.10,DistancesToClusterCenter no.11,DistancesToClusterCenter no.12,DistancesToClusterCenter no.13
GK,Denmark,17,184,80,Right,3,1,1,Medium,Medium,54,50,52,55,28,52,13,7,31,25,5,9,10,14,35,10,25,32,36,45,47,39,54,17,46,9,19,10,5,47,14,38,8,13,15,54,50,52,52,55,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,Germany,26,183,80,Left,2,4,3,Medium,Medium,88,81,80,85,38,66,82,80,72,82,84,86,84,83,70,85,89,88,87,82,81,86,64,70,66,80,63,34,81,81,71,82,36,32,35,8,12,9,9,14,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Ghana,22,187,75,Right,2,3,1,High,High,81,64,58,64,59,83,49,60,60,64,53,64,46,48,62,63,83,79,73,60,60,83,55,87,85,64,80,58,58,57,44,54,54,64,58,12,11,13,9,9,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,England,30,191,76,Right,2,1,1,Medium,Medium,60,60,56,62,54,58,15,13,12,24,14,13,14,12,23,23,54,53,48,56,49,42,46,29,58,15,38,12,13,34,22,51,18,13,14,60,60,56,58,62,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Norway,21,188,78,Left,3,3,1,Medium,Medium,72,60,53,62,42,67,44,63,62,62,50,63,43,44,54,63,71,72,67,52,55,61,67,56,78,57,52,40,60,52,55,60,34,41,48,10,6,10,14,9,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RWB,China PR,29,170,66,Right,3,3,1,High,High,76,57,64,67,66,66,63,53,55,67,73,63,59,53,64,64,81,72,83,73,83,64,65,82,57,56,68,66,65,62,54,62,70,64,67,7,11,7,11,14,10,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
LB,Saudi Arabia,32,168,66,Left,3,2,1,Medium,Medium,78,28,52,58,56,57,59,22,40,56,31,55,57,38,45,56,79,78,75,52,83,34,70,79,45,29,55,54,51,43,37,53,58,61,56,7,6,13,8,9,7,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Netherlands,18,177,68,Right,2,2,1,High,Medium,65,48,54,60,48,51,44,46,56,64,39,60,40,47,59,63,64,66,58,60,68,60,56,50,45,42,65,43,54,46,50,43,42,51,54,10,9,15,9,9,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Croatia,19,182,70,Right,5,3,1,High,Medium,80,60,64,72,35,59,63,62,48,64,46,77,51,57,60,72,77,83,68,65,58,66,59,67,60,51,48,38,65,72,56,59,31,32,33,13,8,11,15,10,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Italy,26,187,80,Right,3,2,1,Medium,Medium,56,44,47,51,68,77,41,40,71,55,38,50,30,32,50,52,44,65,46,60,52,61,72,69,84,39,72,63,44,46,47,60,70,68,65,11,9,7,12,8,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Republic of Ireland,36,168,60,Left,2,3,1,High,Medium,51,60,64,67,58,62,64,57,53,65,62,63,64,63,63,64,53,50,81,62,90,64,75,66,60,60,61,60,61,64,58,67,56,61,60,13,6,6,8,9,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Poland,17,189,80,Left,3,2,1,Medium,Medium,84,58,39,57,17,48,28,61,56,45,42,55,36,35,32,58,82,85,63,52,59,59,63,49,54,59,26,12,49,48,53,54,12,14,14,6,13,6,5,7,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Spain,34,176,67,Left,4,3,2,High,High,82,85,79,86,35,63,80,90,76,79,84,87,79,83,73,86,78,85,87,84,72,79,66,70,60,80,63,39,86,81,82,85,39,21,18,12,16,9,12,13,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Italy,23,194,80,Left,3,2,1,Medium,Medium,59,44,55,58,69,68,58,36,66,61,46,54,52,43,49,64,55,63,54,65,60,60,66,62,73,47,64,65,37,50,49,62,71,70,70,13,11,7,11,12,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Switzerland,23,188,80,Right,3,2,1,Low,Medium,66,29,49,56,70,67,42,26,68,64,31,50,34,30,51,57,72,61,67,64,59,33,75,57,73,28,61,69,36,35,32,67,70,72,65,7,7,10,14,8,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,China PR,20,187,78,Left,3,2,1,Medium,Medium,71,50,40,48,51,63,26,48,55,41,44,42,42,58,36,50,72,70,71,49,45,59,51,59,73,49,47,52,43,48,56,46,50,51,50,6,9,9,5,12,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Chile,23,180,78,Right,3,2,1,Medium,Medium,64,60,37,54,17,58,28,62,59,43,46,55,35,29,32,52,62,66,58,54,61,63,72,50,72,54,27,13,61,42,60,46,10,14,15,13,11,15,6,11,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Montenegro,32,185,78,Left,3,2,1,High,High,58,38,52,57,63,72,62,38,65,58,36,54,39,42,35,58,63,54,67,59,59,35,79,65,74,34,72,64,58,52,50,55,62,64,63,14,13,6,12,10,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,Korea Republic,32,174,66,Left,4,3,1,High,High,69,63,66,70,58,70,67,60,52,65,65,67,67,66,63,73,72,66,73,66,81,66,68,84,64,64,68,59,73,71,60,66,54,62,58,11,6,14,16,10,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Norway,25,185,76,Right,3,2,1,High,High,66,56,53,62,49,66,48,58,52,61,46,64,38,34,52,62,64,68,63,57,50,64,53,73,67,49,56,48,57,55,47,58,45,52,52,14,12,6,15,10,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Netherlands,19,179,69,Right,4,4,1,Medium,Medium,79,59,58,63,31,53,58,59,50,61,50,61,59,55,58,60,77,80,85,59,68,63,49,53,57,55,43,17,61,54,58,50,34,30,33,9,6,11,9,9,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Germany,24,189,78,Right,3,2,1,Medium,Medium,68,62,59,62,59,73,46,58,56,67,68,62,36,51,62,64,68,68,64,63,52,67,70,81,76,68,58,60,63,64,40,57,61,61,51,7,9,14,10,10,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Netherlands,18,175,65,Right,3,2,1,Medium,Medium,69,48,58,62,40,47,48,47,50,63,53,61,59,47,61,62,69,69,64,57,74,55,52,53,45,39,42,24,47,59,57,58,41,47,41,13,9,11,7,6,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,Bosnia and Herzegovina,28,185,82,Right,3,3,1,Medium,Medium,78,62,63,75,42,70,63,60,57,65,63,76,70,63,56,75,77,79,79,66,79,67,71,63,74,60,66,41,63,65,57,67,44,39,30,11,11,6,15,11,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Greece,28,190,81,Right,3,1,1,Medium,Medium,84,78,67,84,43,78,15,12,13,27,14,13,17,13,24,23,42,44,67,82,38,50,74,39,68,16,32,23,14,46,18,56,17,14,12,84,78,67,78,84,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Venezuela,17,168,61,Right,3,3,1,High,Low,73,59,60,65,46,51,48,59,55,65,56,66,44,58,66,62,81,67,76,55,70,55,55,48,55,64,42,40,60,64,55,55,55,41,40,8,10,8,6,11,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Argentina,23,185,71,Right,3,3,1,Medium,Medium,66,61,45,64,29,68,34,66,65,56,46,64,45,33,42,66,65,66,66,58,58,66,70,64,74,48,56,18,69,44,60,58,22,32,24,9,7,5,8,6,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Sweden,27,189,83,Right,3,2,1,Medium,Medium,55,48,53,55,61,71,46,44,60,63,46,52,48,38,59,60,56,54,54,62,53,60,47,61,80,45,68,60,45,45,45,57,61,62,60,8,12,15,15,13,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Côte d'Ivoire,25,193,90,Right,2,2,1,Medium,High,68,35,49,46,67,82,39,30,67,59,32,40,37,32,52,51,64,72,44,63,41,53,66,66,92,30,81,67,29,44,36,56,66,67,65,9,10,7,7,14,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Germany,24,177,77,Right,4,3,1,High,Medium,81,49,61,70,50,60,57,43,40,68,34,67,44,40,65,70,82,80,83,60,83,61,67,72,59,51,48,50,56,58,52,59,53,50,51,10,9,8,8,15,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Belgium,27,189,88,Right,4,4,2,High,Medium,79,75,67,75,27,73,69,76,74,73,70,76,54,51,59,77,72,84,71,76,64,80,76,68,77,70,69,28,77,69,65,77,16,24,18,15,13,16,11,15,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,United States,25,185,79,Right,3,2,1,Medium,Medium,88,42,59,67,65,75,63,41,64,66,42,68,48,23,59,64,87,89,73,66,64,46,81,71,79,39,69,69,55,53,33,63,65,64,62,13,10,7,11,13,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Mauritius,30,184,79,Right,3,2,1,Medium,High,65,41,53,56,64,76,57,38,66,58,31,57,41,36,56,54,67,63,54,57,60,55,71,72,80,39,71,64,35,43,36,61,62,64,64,9,9,5,8,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Belgium,21,184,78,Right,3,1,1,Medium,Medium,64,55,59,64,21,54,9,8,11,29,4,13,12,10,16,18,17,28,31,58,28,44,31,29,62,6,26,7,9,25,11,27,10,14,13,64,55,59,54,64,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,England,28,187,80,Right,3,2,1,Medium,Medium,49,30,42,50,63,70,27,30,65,58,23,45,22,25,50,52,48,50,56,61,58,40,80,51,80,21,67,60,26,30,34,50,62,64,62,11,12,11,9,8,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Turkey,24,190,86,Right,2,2,1,Medium,High,73,39,47,60,79,80,31,32,73,59,42,57,48,23,59,59,65,80,63,68,63,60,71,68,84,38,85,78,26,38,41,74,78,83,79,15,7,13,6,11,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,France,23,181,72,Right,3,2,1,High,Low,75,69,63,69,29,63,65,69,66,67,68,70,53,48,59,69,74,76,69,62,64,69,69,69,68,68,39,26,69,61,64,66,30,21,17,9,9,7,5,12,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Denmark,20,198,85,Right,3,2,1,Medium,Medium,60,26,44,55,64,74,30,24,65,57,26,55,26,29,56,57,60,60,45,52,57,30,79,68,81,24,65,64,28,33,30,58,63,64,61,13,5,14,13,8,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,Germany,30,179,70,Right,3,3,1,High,High,75,62,62,66,61,70,67,62,56,63,56,65,55,48,61,64,73,77,75,62,72,66,71,74,66,59,74,67,68,60,58,69,59,61,61,12,14,8,14,14,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,England,26,193,72,Right,3,1,1,Medium,Medium,66,65,64,66,42,64,14,18,21,41,13,13,12,15,32,21,40,45,36,61,62,48,58,32,52,12,25,22,12,36,25,39,24,20,12,66,65,64,64,66,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Australia,24,164,67,Right,3,3,1,Medium,Medium,75,50,56,64,54,59,48,46,40,62,42,60,49,44,58,61,78,72,84,60,82,58,79,77,47,50,63,57,57,57,50,61,51,57,57,7,5,15,15,13,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Chile,24,168,63,Right,3,2,1,High,Medium,81,61,59,68,32,57,63,61,61,59,40,71,53,54,62,64,80,81,74,57,78,65,71,73,58,60,31,21,64,53,65,54,33,31,26,11,8,14,12,5,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Austria,24,187,74,Right,3,3,1,High,High,78,67,71,75,72,78,69,68,66,75,55,76,58,47,72,77,67,87,71,75,64,71,74,91,72,65,79,72,68,74,52,73,71,74,71,11,14,12,5,8,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Denmark,28,178,77,Right,3,2,1,Medium,High,62,60,64,65,58,73,58,55,31,66,60,64,67,59,64,64,57,66,70,66,74,68,56,80,72,62,70,62,65,67,51,68,67,57,50,6,7,15,14,14,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,Belgium,26,182,74,Right,3,2,1,Medium,Medium,71,61,60,57,65,70,64,62,58,63,37,53,49,50,59,60,67,74,62,65,70,68,66,87,64,57,63,66,68,57,58,53,65,66,64,7,14,13,13,10,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Belgium,24,187,82,Right,3,2,1,Medium,Medium,59,38,55,58,78,77,32,34,79,74,24,53,41,35,70,67,58,59,43,74,57,60,73,73,80,27,75,76,41,42,42,69,77,80,77,12,10,8,7,7,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,India,23,175,70,Right,3,2,1,Medium,Medium,58,48,37,47,17,49,30,50,49,40,46,42,35,32,29,46,58,58,52,50,75,48,76,50,53,46,32,18,47,45,50,48,10,12,17,12,14,5,7,7,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Austria,26,191,82,Right,4,2,1,Medium,High,73,57,60,56,71,79,62,48,77,64,32,58,63,69,55,54,73,73,56,67,44,71,78,79,81,66,75,70,63,52,63,60,66,73,73,8,11,8,14,7,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Mali,36,186,84,Right,3,3,1,High,Medium,52,71,60,64,31,71,59,71,75,63,60,65,52,50,57,67,55,50,62,64,50,79,79,50,81,69,68,21,70,62,67,60,44,15,12,7,12,16,10,10,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Norway,19,175,72,Right,2,2,1,Medium,Medium,63,46,53,56,52,53,43,41,52,60,42,54,40,42,56,57,61,64,61,54,57,53,65,57,50,48,54,53,56,55,44,58,50,53,53,7,10,15,14,8,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Poland,23,188,80,Right,2,1,1,Medium,Medium,68,66,64,69,24,68,14,6,13,28,8,5,10,12,18,18,24,25,31,54,50,48,50,27,53,7,33,12,5,39,18,45,5,14,12,68,66,64,68,69,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
